,pupilId,classId,taskId,taskSeriesId,duration,state,evaluation,falseAttempts,teacherFeedback,revision,helpRequested,subType,question,sampleSolution,number words in answer,numberHints,rating_content,rating_format,rating_creativity
4751,HWQ4wxcgfYpZGNH4D,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,79,kI ist eine künstliche inteligens die befehle von menschen an nimmt,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",11.0,,,,
4755,oCk6ix5zHZzXNNcSs,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,105,"ich denke es ist schon praktisch. Sie können viele sachen übernehmen die man sonst erst extra machen müssste. Allerdings finde ich es sollte nicht zu viel werden, KL sollte nicht das leben übernehmen",pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",33.0,,,,
4761,pqEYjt5Ss398KbaQ2,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,239,wenn ein roboter so programiert wird wie wir menschen und so denken können,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",13.0,,,,
4768,pqEYjt5Ss398KbaQ2,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,20,keine ahnung,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",2.0,,,,
4772,b7ygy5FRpMECBxqNf,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,59,Ki ist wenn roboter programkert werden und dann den ablauf eines menschen machen können.<br>,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",14.0,,,,
4775,n87r23bmKPaxBgKai,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,63,"Die KI, <strong>einfach erklärt</strong>, ist der Versuch, menschliches Lernen und Denken auf den Computer zu übertragen und ihm damit <strong>Intelligenz</strong> zu verleihen. Statt für jeden Zweck programmiert zu werden, kann eine KI eigenständig Antworten finden und selbstständig Probleme lösen",pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",39.0,,,,
4781,nXXcSDpSQmKg2aQep,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,79,Künstliche Intelligenz ist das mann lernen und denken über computers kann.,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",11.0,,,,
4787,d6YQguzGvYMH6HKh9,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,68,"Künstliche Intelligenz <strong>ist</strong> der Überbegriff für Anwendungen, bei denen Maschinen menschenähnliche Intelligenzleistungen erbringen. Darunter fallen das maschinelle Lernen oder Machine Learning, das Verarbeiten natürlicher Sprache (NLP – Natural Language Processing) und Deep Learning.",pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",33.0,,,,
4793,kmYxTZpWq5FCHZWm2,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,64,ein program was erkent wen du etwas schreibst,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",8.0,,,,
4800,kmYxTZpWq5FCHZWm2,93uw8K4BBFGYSbYRK,AI-4-v2-1-3,AI-4-v2,52,eine ki cool,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",3.0,,,,
4804,usSryE2aLkcATmrYp,93uw8K4BBFGYSbYRK,AI-1-v2-1-2,AI-1-v2,61,ich finde kl gut weil ohne sie könnten wir und allgemein alle nichts neues lernen,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",15.0,,,,
4810,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,AI-1-v2-1-2,AI-1-v2,101,KI ist eine Künstliche Inteligenz die ähnlich wie ein Mensch agieren soll.KI kann in vielen Arbeitsbereichen helfen.,pending,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",17.0,,,,
4817,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,AI-4-v2-1-3,AI-4-v2,36,Unterstützt Menschen in Arbeitsbereiche,pending,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",4.0,,,,
4820,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,ML-1-1-1,ML-1,128,"Ein Tier,von Knöchelhöhe bis hüft höhe.<br>",pending,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",6.0,,,,
4825,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,ML-2-1-2,ML-2,19,weiß noch nichts,pending,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",3.0,,,,
4835,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,Clustering-2-1-1,Clustering-2,130,Nr. 1 und 5 wären gut da dort hohe Views sind und die sich mit dem Thema Beauty und Gesundheit intressieren.,pending,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",21.0,,,,
4845,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,LimitsML-1-2,LimitsML,22,dann würden die als hunde erkennt werden,pending,,,,,freetext,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?","Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",7.0,,,,
4852,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,EvalML-1-7,EvalML,31,Durch maschienen zu Lernen.,pending,,,,,freetext,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.","Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",4.0,,,,
4855,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,Impact-2-1-1,Impact-2,76,Es könnten Fremde Personen sich mit einem anderen Konto Anmelden und dort Persönöiche Daten raus bekommen.,pending,,,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",16.0,,,,
4864,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,Impact-3-1-3,Impact-3,163,Es könnten Situationen besser Überwacht werden und trotzdem haben menschen die Arbeitsstelle und können die Überwachungen besser kontrollieren und Fahler vermeiden.,pending,,,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",21.0,,,,
4871,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,AIClosing-1-5,AIClosing,137,KI wird nach und nach kommen aber trotzdem wird die Arbeit des Menschen benötigt.Es wird trotz dem KI genug Arbeitsplätze geben.,pending,,,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",21.0,,,,
4874,iQFNkLSHbaSq53ocM,Fj6vLBZ78KswTxcPt,AIClosing-1-8,AIClosing,23,war alles gut,pending,,,,,freetext,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?","Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",3.0,,,,
4876,AAgNAMNQscqEwnnQp,3dLAJPXXug3EMqbc5,AI-1-v2-1-2,AI-1-v2,88,Die ki versucht menschliches wissen auf computer zu übertragen,correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",9.0,,5.0,5.0,5.0
4883,AAgNAMNQscqEwnnQp,3dLAJPXXug3EMqbc5,Clustering-2-1-1,Clustering-2,308,<h3>Cluster 1 repräsentiert am ehesten eine Make-Up-Marke.</h3>Die zuschauer von cluster 2 würden denke ich am ehesten ein Auto kaufen.,correct,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",19.0,,5.0,5.0,5.0
4893,AAgNAMNQscqEwnnQp,3dLAJPXXug3EMqbc5,LimitsML-1-2,LimitsML,36,Es würde denke ich alles durcheinander kommen,correct,,,,,freetext,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?","Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",7.0,,5.0,5.0,5.0
4900,AAgNAMNQscqEwnnQp,3dLAJPXXug3EMqbc5,EvalML-1-7,EvalML,66,Es erkennt Muster von gesammelten daten und verarbeitet diese.,correct,,,,,freetext,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.","Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",9.0,,5.0,5.0,5.0
4903,AAgNAMNQscqEwnnQp,3dLAJPXXug3EMqbc5,Impact-2-1-1,Impact-2,58,Personen könnte man Straftaten vorspilen die sie nie gemacht haben.,correct,,,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",10.0,,5.0,5.0,5.0
4912,AAgNAMNQscqEwnnQp,3dLAJPXXug3EMqbc5,Impact-3-1-3,Impact-3,42,DIe Menscen könnten kraftvolllere sachen der ki überlassen.,correct,,,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",8.0,,5.0,5.0,5.0
4919,AAgNAMNQscqEwnnQp,3dLAJPXXug3EMqbc5,AIClosing-1-5,AIClosing,35,Die KI ist nicht für schlimme sachen da sondern um den alltag zu erleichtern,correct,"['<p>Keine Ahnung</p>', '<p>Die KI ist nicht für schlimme sachen da sondern um den allta zu erleichtern</p>']",,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",14.0,,5.0,5.0,5.0
